"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","count.11121","count.11122","count.11123","count.11321","count.11322","count.11323","count.11911","count.11912","count.11913","count.12121","count.12122","count.12123","count.12321","count.12322","count.12323","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.31111","count.31112","count.31113","count.31311","count.31312","count.31313","count.31911","count.31912","count.31913","count.32121","count.32122","count.32123","count.32321","count.32322","count.32323","count.32913","count.32921","count.32922","count.32923","count.11211","count.11212","count.11213","count.12211","count.12212","count.12213","count.32911","count.32912","NUTS_ID"
1,423,1,1013,142,82,316,22451,9693,26011,40888,24033,98892,12020,6769,4509,3496,5113,5730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BE32"
2,433848,114141,1086019,250201,82805,546975,214030,38757,403950,242619,66828,339722,59472,10431,203839,62416,19145,267361,13935,3467,10724,2265,845,1782,1550,45,7427,998791,278051,3156425,904849,391382,2130981,882,11,4035,22437,8529,32784,114722,22441,99798,79137,23256,105028,473,6,1968,213893,60199,424009,312294,141037,723037,103,962,25,2763,0,0,0,0,0,0,0,0,"BE34"
3,0,0,0,0,0,0,35388,8901,44957,88078,51695,128870,10254,1440,14551,14887,3303,27771,0,0,0,0,0,0,0,0,0,172953,35080,1117798,272965,69321,809041,0,0,0,15,5,7480,0,0,0,0,0,0,0,0,0,47984,10910,86056,86503,26645,201930,0,0,0,0,0,0,0,0,0,0,0,0,"BE35"
4,7633244,1724219,23130015,655750,201345,1085703,1471243,519243,4225646,345281,155454,1327950,139337,46355,205591,77027,35312,111893,3104,1514,51123,1419,88,28486,42509,6751,152002,66644,4069,1380497,41464,2764,821333,41411,14861,254816,447,119,7084,751241,237978,923225,177175,60599,153329,978,306,3167,0,0,0,0,0,0,11838,0,0,0,314212,170148,11110928,14174,4601,266337,7417,3794,"FRF2"
5,311098,117565,599112,86358,34182,155250,114,0,2488,1590,2,51819,3309,1098,52593,3478,1401,154647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44387,18947,77556,12839,10511,57552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FRE2"
6,2800271,535969,12469474,153374,22177,526836,309654,64665,521201,12936,4023,9085,141613,33039,79125,0,0,0,0,0,0,0,0,0,16486,893,88164,0,0,0,0,0,0,7765,917,37825,0,0,0,162375,33904,337151,223,0,5679,853,62,3671,0,0,0,0,0,0,17073,0,0,0,140948,28445,1005584,1752,235,18036,9415,1376,"FRF3"
