"ID","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19911","count.19912","count.19913","count.31111","count.31112","count.31113","count.31211","count.31212","count.31213","count.31311","count.31312","count.31313","count.31911","count.31912","count.31913","count.91111","count.91112","count.91113","count.91311","count.91312","count.91313","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92911","count.92912","count.92913","count.99911","count.99912","count.99913","count.91211","count.91212","count.91213","count.92311","count.92313","count.99111","count.99112","count.99113","NUTS_ID"
1,4001281,2654012,27534645,11517,12464,118656,228220,130698,1002460,43221,14408,278859,852192,361145,2826281,552,347,2279,9857,6078,21443,18342,9120,167631,103,24,1970,218,3,7261,209822,178207,768493,341,139,2020,39880,25136,81784,843,243,5914,27370,8755,67956,773,603,974,7141,1403,11970,22871,197,201838,5978,216,73960,13,1,611,0,0,0,0,0,0,0,0,"FRE1"
2,2204248,1192514,25345191,63655,46316,1487430,83212,45048,628155,39555,18938,211483,732528,264798,2712022,3064,1708,31012,683,348,1598,32109,7016,312990,4,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28615,12852,176171,0,0,0,2547,493,3803,156955,65184,553112,14467,1215,79285,929,32,5354,591,284,1625,10,176,4348,1789,14651,"FRE2"
3,681409,367256,3695805,31273,23231,288734,57184,35872,329373,3859,2048,25408,57963,26234,206942,230,260,1772,0,0,0,5446,2377,34269,0,0,16,6,0,521,18264,15996,98422,0,0,0,18085,10710,81955,0,0,0,6639,1309,10140,0,0,0,656,1,1503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FRD2"
