"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.11121","count.11122","count.11123","count.11921","count.11922","count.11923","count.12121","count.12122","count.12123","count.12921","count.12922","count.12923","NUTS_ID"
1,1519761,36578,5519157,74250,2163,296377,11416,90,26579,9118397,411091,35253220,501527,24259,1765392,520909,37890,1489403,0,0,0,0,0,0,0,0,0,0,0,0,"RO41"
2,1716300,138429,6251486,240931,30022,634558,24369,2655,98538,5155495,156656,20606700,256141,12636,1499344,53961,2448,200883,337486,2493,159875,5065,8,14135,221092,2174,683441,20452,233,90466,"RO42"
3,0,0,0,0,0,0,0,0,0,823072,13817,3881180,0,0,0,2289,58,52653,0,0,0,0,0,0,0,0,0,0,0,0,"RO12"
