"ID","count.12113","count.12912","count.12913","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12311","count.12312","count.12313","count.12911","count.19111","count.19112","count.19113","count.19911","count.19912","count.19913","count.31111","count.31112","count.31113","count.31311","count.31312","count.31313","count.91111","count.91112","count.91113","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","NUTS_ID"
1,499,1,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BE25"
2,5565568,21997,486564,1341228,890150,9358376,751,235,4014,18667,15391,99292,33636,6422,240269,578007,365868,12124,17622,30404,65424,1753,469,34452,4643,1152,110808,39215,45035,123420,583,565,6852,10611,3271,55623,1712,100,16117,53550,15327,263651,19849,3247,88917,1289,159,11909,6532,586,41506,"FRE1"
