"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.11211","count.11212","count.11213","NUTS_ID"
1,94227,237357,2287305,1627,7369,63157,455,815,10904,30746,84301,218332,2303,11017,4433,41,114,2671,0,0,0,"DE27"
2,401451,473104,3063746,2484,2284,37275,5603,1656,20344,17280,25710,225725,829,986,39392,192,315,564,414,204,1882,"DE25"
3,1614123,2446250,25724414,26294,20505,560125,15871,24975,195400,944861,1351465,9271555,20463,34761,87577,110808,24747,642609,2660,3081,26759,"DE21"
4,973316,1311853,19596279,24155,24329,922032,7855,8850,110871,298216,403023,3330040,9967,15843,96906,17277,9133,236797,179,51,2270,"DE22"
5,979280,1039693,9781703,20410,26681,542891,8086,5444,124010,524753,615063,6335929,186006,203642,1361157,17879,8544,286670,901,1045,3054,"DE23"
