"ID","count.11911","count.11912","count.11913","count.11921","count.11922","count.11923","count.12111","count.12112","count.12113","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.19111","count.19112","count.19113","count.19911","count.19912","count.19913","count.19923","count.19991","count.19993","count.91911","count.91912","count.91913","count.92911","count.92912","count.92913","count.92921","count.92922","count.92923","count.92991","count.92992","count.92993","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","count.99921","count.99922","count.99923","count.99991","count.99992","count.99993","NUTS_ID"
1,497633,166847,4346324,35855,1287,552917,121,17,956,2680702,1296493,41688888,522241,36958,9246457,2709,110,18970,37946,7744,467091,445,4,1159,31731,6688,501197,100409,43617,1658989,13463,3520,158970,1,1,1366,493,32,1875,48784,11291,792675,851,17,7224,4727,28,30925,"NO08"
2,82092,76406,681108,20,1,569,0,0,0,654039,405613,7155435,680031,149164,10755598,0,0,0,29731,18126,285373,0,0,372,1388,833,17953,53877,35504,652264,0,8,6335,0,0,0,0,0,0,58844,32846,741385,0,0,0,1590,9,42083,"NO09"
3,0,0,0,0,0,0,265,3,10581,68,0,1143,0,0,0,1397,26,34738,221,11,4299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SE23"
