"ID","count.12121","count.12122","count.12123","count.12321","count.12322","count.12323","count.12921","count.12922","count.12923","count.19923","count.32121","count.32122","count.32123","count.32321","count.32322","count.32323","count.32921","count.32922","count.32923","count.92121","count.92122","count.92123","count.92921","count.92922","count.92923","count.99123","count.99923","count.11121","count.11122","count.11123","count.11221","count.11222","count.11223","count.11321","count.11322","count.11323","count.11921","count.11922","count.11923","count.19123","count.19323","count.31121","count.31122","count.31123","count.31321","count.31322","count.31323","count.91121","count.91122","count.91123","count.91921","count.91922","count.91923","count.92321","count.92322","count.92323","count.99323","NUTS_ID"
1,670568,437477,11128026,61697,23328,1599189,19213,21166,839875,4984,27369,27633,590965,1800,832,100474,109,32,2509,4146,11971,132441,1019,2406,34859,158,4107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PT11"
2,1139105,926856,17391540,402048,271347,8482860,15141,19902,917560,3192,120155,109834,1430664,9292,26621,320004,1134,673,30693,25368,27357,604840,12057,2821,423986,194,13944,216581,275891,2716332,307,782,3911,6956,12297,162307,1503,3460,62624,238,31,18029,16894,129651,238,643,3833,12,9,10588,2,24,3309,5762,2680,318374,183,"PT19"
