"ID","count.11111","count.11112","count.11113","count.11131","count.11132","count.11133","count.11211","count.11212","count.11213","count.11231","count.11232","count.11233","count.11911","count.11912","count.11913","count.11931","count.11932","count.11933","count.12111","count.12112","count.12113","count.12131","count.12132","count.12133","count.12211","count.12212","count.12213","count.12231","count.12232","count.12233","count.12911","count.12912","count.12913","count.12931","count.12932","count.12933","NUTS_ID"
1,138700,1699,11137102,52346,556,4256560,181855,5686,8853694,399785,19125,16307934,6596,478,149007,10094,621,226793,3340,168,393030,6269,76,502249,35846,2798,1247924,152946,4635,3912931,4431,396,111544,4401,209,107182,"ES52"
2,0,0,0,410,0,5590,0,0,0,79018,1325,1974166,0,0,0,0,0,0,0,0,0,7,1,992,0,0,0,93350,857,867378,0,0,0,0,0,0,"ES62"
3,11326,397,1532831,220981,2954,1425317,28941,755,1132702,1035283,54771,33950004,121,0,6456,16646,1816,252956,1383,20,224722,28454,2171,192449,27930,727,1031457,305975,16942,7131660,17,0,1606,5750,247,92133,"ES42"
