"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.11211","count.11212","count.11213","count.12211","count.12213","count.11121","count.11122","count.11123","count.12121","count.12122","count.12123","NUTS_ID"
1,408425,314071,6949688,2276,499,92319,4524,857,36945,1371002,1052862,6927917,7876,3066,285885,8446,2258,26425,0,0,0,0,0,0,0,0,0,0,0,"DEE0"
2,905163,510607,12406069,2047,351,42565,51205,13009,378407,904230,531124,7411592,4840,1344,129383,40746,7614,407651,5870,2012,49180,21,417,0,0,0,0,0,0,"DE92"
3,60882,56807,777934,647,377,44842,1863,873,6742,1076254,765953,9080517,50613,13813,1498630,28796,4591,149635,0,0,0,0,0,0,0,0,0,0,0,"DE93"
4,1500714,1038408,20713316,8511,3047,453864,73564,20887,554730,1889625,1485330,15453067,27444,12162,1240599,59473,21825,491534,92,293,17642,0,1973,85,26,5997,12,12,5211,"DE91"
