"ID","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11311","count.11312","count.11313","count.11321","count.11322","count.11323","count.11922","count.11923","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12311","count.12312","count.12313","count.12321","count.12322","count.12323","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.12991","count.12992","count.12993","count.19111","count.19112","count.19113","count.19121","count.19122","count.19123","count.19311","count.19312","count.19313","count.19323","count.19911","count.19912","count.19913","count.19921","count.19922","count.19923","count.19991","count.19992","count.19993","count.31111","count.31112","count.31113","count.31121","count.31122","count.31123","count.31311","count.31312","count.31313","count.31321","count.31322","count.31323","count.31921","count.31922","count.31923","count.32111","count.32112","count.32113","count.32121","count.32122","count.32123","count.32311","count.32312","count.32313","count.32321","count.32322","count.32323","count.32911","count.32912","count.32913","count.32921","count.32922","count.32923","count.92111","count.92112","count.92113","count.92121","count.92122","count.92123","count.92311","count.92312","count.92313","count.92321","count.92322","count.92323","count.92911","count.92912","count.92913","count.92921","count.92922","count.92923","count.92991","count.92993","count.99111","count.99112","count.99113","count.99121","count.99122","count.99123","count.99311","count.99312","count.99313","count.99322","count.99323","count.99911","count.99912","count.99913","count.99921","count.99922","count.99923","count.99993","NUTS_ID"
1,24266,18742,163372,261994,212301,1028557,13759,9466,87041,83377,82211,310941,2,1629,5383436,4051091,25000756,3441308,2750878,13880790,1258370,1001330,5105976,1321294,1137503,4388276,146278,97851,761069,20218,13001,136633,45,29,1298,19390,11624,72895,1532,648,14593,4370,1768,18247,212,22209,13193,97547,2327,997,9618,262,94,1688,71243,67338,307210,130734,137006,529857,14593,18045,88350,82412,97638,314949,755,527,3210,950854,534027,3528306,511710,573092,1701666,423862,323290,1391719,429631,472691,1280108,1629,377,14994,1856,2884,16398,148262,81548,530822,36613,20383,146735,118611,68278,406675,9783,5459,43880,76483,33691,284581,18291,11156,67517,42,35,2645,868,16880,1306,599,13559,2472,1309,10279,25,369,11452,4120,61618,1314,311,11824,10,"FRH0"
