"ID","count.11111","count.11112","count.11113","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,4011,202,21988,3111,463,22629,291368,17092,1940728,56,28,5916,6979,681,85009,"RO22"
2,25275,4190,83286,4988,270,17631,443987,88952,3067799,3,0,4997,21399,2859,116257,"RO21"
