"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","NUTS_ID"
1,86690,4633,1151415,25805,594,224449,4151,223,213232,7891668,113680,60786608,2018247,29671,13860782,214679,6625,7997770,46323,447,635136,8518,140,92194,16450,240,4569630,"FI1D"
