"ID","count.99993","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19211","count.19212","count.19213","count.19911","count.19912","count.19913","count.31111","count.31113","count.31211","count.31212","count.31213","count.31911","count.31912","count.31913","count.32111","count.32112","count.32113","count.32211","count.32212","count.32213","count.32911","count.32912","count.32913","count.91111","count.91112","count.91113","count.91211","count.91212","count.91213","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92211","count.92212","count.92213","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99211","count.99212","count.99213","count.99911","count.99912","count.99913","count.99991","NUTS_ID"
1,5352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EL42"
2,5682,310913,3923,1206560,15155,506,107556,5524,70,32458,113384,1934,648693,26570,2200,457019,3016,90,85647,7533,37,35110,3929,78,33433,4995,47,75389,3502,1904,16500,98,27690,1499,6,3995,6320,215,20059,30765,1937,52060,8276,374,25553,33341,825,64590,19590,600,67583,8153,209,36724,12159,677,139612,21928,783,96858,4259,155,43044,28280,37,20177,3344,61,12131,36091,169,207427,441,"EL43"
