"ID","count.11911","count.11912","count.11913","count.12911","count.12912","count.12913","count.19911","count.19912","count.19913","count.19991","count.19993","count.91911","count.91912","count.91913","count.92911","count.92912","count.92913","count.99911","count.99912","count.99913","count.99993","count.91991","count.91993","count.99991","NUTS_ID"
1,52326,1863,1233672,162214,9138,2719419,57470,4634,729570,56,793,1512,179,55216,20885,2129,266647,18523,921,173584,435,0,0,0,"CY00"
2,981323,1634,6378110,20014,323,126211,962,1,51990,0,0,30998,61,536992,3385,35,50728,3017,0,73406,7016,784,6949,2065,"TR62"
