"ID","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,949311,148544,20552518,7579,3187,132211,199564,34499,5286683,30854,4843,179766,252052,50095,2565072,1183,52,25597,18926,2831,196365,5541,279,52418,"FRB0"
2,0,0,0,0,0,0,0,0,0,0,0,0,6536,365,131165,37,0,3743,139,15,6346,0,0,0,"FRC1"
3,2953015,535308,34142405,57573,12903,602632,110879,32709,1780467,334738,67788,2605667,1876421,418686,19778507,29223,2496,282084,108197,46828,1050052,179309,38547,2105250,"FR10"
