"ID","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11911","count.11912","count.11913","count.11921","count.11923","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12211","count.12212","count.12213","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.11211","count.11212","count.11213","count.11221","count.11222","count.11223","count.11323","count.11922","count.12221","count.12222","count.12223","count.12321","count.12322","count.12323","NUTS_ID"
1,24172,12,107071,28318,41,24978,3688,2,38554,7464,72956,3426599,119019,9520075,1210612,9650,1368213,424,282,6794,114605,1406,735032,100558,280,1280828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ITC1"
2,0,0,0,0,0,0,0,0,0,12,63565,66393,3053,113491,212562,1741,176396,0,0,0,1368,15,19761,22610,490,630733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ITC2"
3,943077,80371,1997679,5712895,338405,7432534,85831,2466,407630,505680,2356892,1799689,182035,3620686,7434250,262144,9797039,1456,2066,21768,103821,8077,406145,837312,10487,8014232,214,82,6308,10281,9807,59041,1038,5492,2257,6131,34159,1445,404,7113,"FRK2"
4,2254352,202512,6110452,1341637,11564,934052,201240,1378,1336866,228822,1067498,2669221,129811,3615212,1840485,12458,1854144,1061,1563,4022,121181,1394,587210,260733,435,3162036,2465,2508,20811,0,0,0,0,615,0,0,0,0,0,0,"FRL0"
