"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.11911","count.11912","count.11913","NUTS_ID"
1,24379,2583,67931,31588,644,138716,1478920,276470,5119081,859923,128071,5114222,11587,502,74931,0,0,0,"PL92"
2,440433,24706,1282078,128754,6336,684941,3352126,288519,11193450,1853085,157441,11465548,85514,4303,344055,3508,104,45392,"PL72"
3,1042834,161602,6641156,564322,83387,3360361,2476147,338220,10951818,941463,128955,6642633,42670,2771,361745,5709,1526,35187,"PL81"
4,247799,7796,219918,10974,241,12088,4568847,191188,7783499,1160609,26076,6594122,164605,13207,499425,135,3,27121,"PL82"
