"ID","count.11111","count.11113","count.11112","count.11121","count.11122","count.11123","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11321","count.11323","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19311","count.19312","count.19313","count.19911","count.19912","count.19913","count.31111","count.31112","count.31113","count.31911","count.31912","count.31913","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","count.32911","count.32912","count.32913","count.91111","count.91112","count.91113","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","NUTS_ID"
1,13380,39815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ITF1"
2,1721336,10642021,133370,160967,513,1192462,13108,828,32110,1699,26,15775,2,2498,21986,3647,148209,6756768,1249219,26088126,853,2,5397,19539,4104,111811,23666,5855,364991,413220,84311,2327690,736,108,17194,126,14,1518,2786,455,73579,34263,14386,168571,50,77,200,88602,68186,644413,721,65,5014,402,169,1602,8270,582,112637,1439,69,14456,277698,36225,703251,18379,7232,117325,1447,260,30793,3660,816,88348,"ITI4"
