"ID","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12911","count.12912","count.12913","count.31111","count.31112","count.31113","count.31211","count.31212","count.31213","count.32111","count.32112","count.32113","count.32211","count.32212","count.32213","NUTS_ID"
1,33279,3559,290316,102583,13766,926825,9646,508,9926,501,391,9263,2682,1945,37842,42,124,2276,0,0,0,0,0,0,0,0,0,0,0,0,"ES30"
2,112024,116,528003,1148463,728,3394499,472,0,4528,37084,56,67827,46217,609,121549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ES41"
3,1746713,45121,19570290,6007369,141571,49022769,101405,3904,655053,766174,17770,5714789,887539,25911,7201593,67784,3566,584766,6825,1,123115,23551,126,236493,2796,32,34455,13448,169,87253,"ES42"
