"ID","count.12111","count.12112","count.12113","count.12911","count.12912","count.12913","count.19911","count.19912","count.19913","count.91113","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","NUTS_ID"
1,13674,877,612688,1385,93,104453,110,2,6462,3363,60,13,6983,7064,543,209077,2602,373,38672,4,1,645,876,160,12060,"FRM0"
