"ID","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11911","count.11912","count.11913","count.12111","count.12113","count.12211","count.12212","count.12213","count.12911","count.12912","count.12913","count.11131","count.11132","count.11133","count.11231","count.11232","count.11233","count.11931","count.11932","count.11933","count.12112","count.12131","count.12132","count.12133","count.12231","count.12232","count.12233","count.12931","count.12932","count.12933","count.31111","count.31113","count.31211","count.31212","count.31213","NUTS_ID"
1,342195,298,3047606,938875,4815,2945881,9727,34,17167,363,83402,30579,61,334975,323,26,5226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ES52"
2,1014475,4350,5389030,8834912,63229,56174367,103444,1472,957755,160083,638492,1028630,10036,6846053,26838,313,364908,402,176,19254,217242,5128,5794197,5139,240,109913,354,2988,907,52523,144110,4992,2486287,4204,216,76058,3140,32788,40445,258,208459,"ES24"
3,6398,0,791453,9308,73,210147,1431,1,15103,184,83239,8394,268,272179,593,176,11693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ES51"
