"ID","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19911","count.19912","count.19913","count.91111","count.91112","count.91113","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","count.19211","count.19213","count.91211","count.91212","count.91213","count.99211","count.99212","count.99213","count.12991","count.12992","count.12993","count.19991","count.19992","count.19993","count.99993","NUTS_ID"
1,224768,85398,1910763,79532,28444,526503,5583,3599,79486,93024,30488,700333,21706,5350,105066,3360,2599,49199,393,416,5248,949,806,12088,9220,3606,102128,477,186,4625,2437,1670,33287,804,137,4011,2474,973,12193,2292,574,24893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ITF1"
2,178567,68301,1639456,108834,28785,812537,4312,628,18723,144798,51449,1390920,47692,9313,268055,14250,4197,68879,506,90,6081,1540,139,35120,5926,1249,26008,602,54,1293,5819,3283,57451,393,277,2413,322,20,2498,966,76,17385,312,543,5781,501,16739,161,36,4043,0,0,0,0,0,0,0,"ITF2"
3,117334,21372,999410,721,62,2217,1913,294,16413,35111,23136,548532,0,0,0,8411,3781,470481,3666,748,25917,5566,682,65652,5844,1521,96990,719,19,16444,31756,29705,438096,21468,3560,303359,8,1,1807,2516,248,91119,0,0,0,0,0,0,0,0,1006,9,12517,3881,143,20001,4722,"ITF4"
