"ID","count.11121","count.11122","count.11123","count.11921","count.11922","count.11923","count.12121","count.12122","count.12123","count.12921","count.12922","count.12923","count.31121","count.31122","count.31123","count.31921","count.31922","count.31923","count.32121","count.32122","count.32123","count.32921","count.32922","count.32923","count.11911","count.11912","count.11913","count.12911","count.12912","count.12913","NUTS_ID"
1,541632,246139,2108295,11372,6491,143072,77084,9509,79630,71,33,346,85347,81680,317046,1120,2614,6021,3619,3145,6756,313,522,1493,0,0,0,0,0,0,"AT34"
2,0,0,0,0,0,0,0,0,0,6628,94,122597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CH01"
3,0,0,0,0,0,11928,0,0,0,31953,410,165136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CH02"
4,0,0,0,3,82,3279,0,0,0,1223,5357,10693,0,0,0,7118,16018,55415,0,0,0,5776,16749,41599,0,0,0,0,0,0,"CH03"
5,0,0,0,142890,313178,1137354,0,0,0,107585,308503,1994414,0,0,0,239965,640382,1208979,0,0,0,298229,795854,1292707,0,0,0,0,0,0,"CH04"
6,36033,13827,54278,9283791,1092048,17179702,53484,38740,182519,6596150,1359100,12916586,10316,17583,36902,1503974,1641760,2932699,29436,37545,90389,540869,899019,943919,24986,11435,79933,54649,43369,169056,"CH05"
7,0,0,0,3607974,953756,7097610,0,0,0,1806606,1097818,7377670,0,0,0,121392,260090,459262,0,0,0,140841,628966,767094,0,0,0,0,0,0,"CH06"
8,0,0,0,503241,40099,694635,0,0,0,910693,56230,1285603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CH07"
9,240074,21659,628433,232,36,5516,133330,104391,409375,5004,7235,40069,0,0,0,0,0,0,605,826,2273,386,295,1136,0,0,0,0,0,0,"LI00"
