"ID","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.31111","count.31112","count.31113","count.31311","count.31313","count.31911","count.31913","count.32111","count.32112","count.32113","count.32211","count.32212","count.32213","count.32311","count.32312","count.32313","count.32911","count.32912","count.32913","count.31211","count.31212","count.31213","count.31912","NUTS_ID"
1,6128614,263111,24328701,402023,21951,2798775,412489,14473,230254,61406,3371,197422,4122670,127188,22506805,150620,9957,718449,230972,4691,245583,71249,5871,592898,83049,4234,227420,823,117,107,843,1424975,77575,2757458,917,121,4762,8447,903,8710,18327,492,62131,0,0,0,0,"ES42"
2,2122920,46416,7503451,17081,375,8720,534473,21948,607556,43705,1071,341913,3717506,46142,11539200,10981,1601,10667,612461,7230,881075,201737,4370,1389122,79841,3058,107705,0,0,1606,3350,615377,16459,601125,0,0,0,291860,4077,147858,28255,322,88888,4523,238,2739,44,"ES43"
