"ID","count.11111","count.11112","count.11113","count.11911","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,13463,1558,362644,22,675,103351,15171,3694909,790,178,316405,621,51,15512,"PL81"
