"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.91911","count.91913","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","NUTS_ID"
1,32972,4389,165904,530,205,4601,3399,272,129303,3576710,129586,30171563,829902,23228,7214300,123091,3572,4778311,1,58027,32117,2134,260281,3453,156,29291,4099,402,526913,"FI19"
2,0,0,0,0,0,0,0,0,0,6528245,173662,35150937,1024378,38394,6986062,115812,3848,1869950,0,0,0,0,0,0,0,0,0,0,0,"FI1D"
