"ID","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.11111","count.11112","count.11113","count.11131","count.11132","count.11133","count.11211","count.11212","count.11213","count.11231","count.11233","count.11311","count.11312","count.11313","count.11331","count.11332","count.11333","count.11911","count.11912","count.11913","count.11931","count.11932","count.11933","count.12121","count.12122","count.12123","count.12131","count.12132","count.12133","count.12211","count.12212","count.12213","count.12331","count.12332","count.12333","count.12921","count.12923","count.12931","count.12932","count.12933","count.31111","count.31112","count.31113","count.31311","count.31312","count.31313","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","count.32911","count.32913","count.31911","count.31912","count.31913","count.32912","count.12323","NUTS_ID"
1,406954,19996,1246420,539,96,27137,5033,67,31550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ES30"
2,17674457,330676,32763746,564341,26947,861204,105423,650,987218,4036520,64813,8633900,190445,7305,1641279,18164,29,43433,498,2002,639782,12788,698356,14581,1103,81292,23470,30,164867,2462,102,8550,4213,44,160058,59986,2802,458408,3906,70,15898,23415,3945,69113,439,39873,614,3,3619,579512,10129,568385,374982,10717,300606,356244,32590,358903,96982,10454,55849,2,1498,0,0,0,0,0,"ES41"
3,3821653,67314,7105307,267484,2887,674631,47094,158,216259,2434793,62191,3670663,0,0,0,37808,1550,102468,0,0,15837,4,41928,0,0,0,9633,305,43078,0,0,0,0,0,0,0,0,0,34672,2272,81230,0,0,0,0,0,0,0,0,173726,2815,322187,2279,0,359,277332,3106,435573,30707,66,44589,12884,7129,1037,20,1443,137,0,"ES42"
4,945425,6569,2739177,63,0,4737,9439,21,190343,283901,4469,456567,0,0,0,2825,1169,6,0,0,0,0,0,0,0,0,1330,0,3627,0,0,0,1584,0,109003,0,0,0,0,0,0,0,0,0,120,50973,0,0,0,49842,136,40654,0,0,0,59379,138,37711,0,0,0,0,0,0,0,0,0,2700,"ES43"
