"ID","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19211","count.19212","count.19213","count.19911","count.19912","count.19913","count.91111","count.91112","count.91113","count.91211","count.91212","count.91213","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99211","count.99212","count.99213","count.99911","count.99912","count.99913","count.11311","count.11313","count.92311","count.92312","count.92313","count.99313","NUTS_ID"
1,2249012,375712,7101418,311468,50251,815907,28371,5747,90057,2871816,950662,14346915,58895,17154,236006,11082,4094,96632,39487,13839,890655,2257,582,12353,176,25,559,4221,1808,50135,73168,20906,233388,777,53,1470,757,111,8740,159361,62425,650734,32881,13518,521355,8165,2695,11267,320,141,2000,5962,3061,36669,0,0,0,0,0,0,"ITI4"
2,3949279,407413,12593912,466557,53239,819739,14273,1690,77474,1820983,265947,7501380,30626,5810,125586,24,18,43712,82255,9178,273888,3,0,742,0,0,0,11,0,2631,72885,14899,500811,0,0,0,4029,546,70821,97198,17965,621344,20465,5272,244668,66,9,6253,0,0,0,219,28,39661,123,15723,224,11,10368,297,"ITI1"
3,264223,59974,1692842,76876,25402,255343,738,54,4080,408271,159503,1813130,19479,5186,117416,3023,768,901,3970,1671,29487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ITI2"
