"ID","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","NUTS_ID"
1,749867,29578,8301999,949138,22259,12434702,82423,2337,6443445,8805,536,141609,7503,522,209805,844,133,1069536,"FI19"
2,3021979,186737,26273706,1885417,89175,17163191,220935,8441,11817482,3618,119,49867,2604,18,71753,476,13,1032998,"FI1C"
3,430060,13984,3860036,135728,3995,1421290,22325,797,1828215,0,0,0,0,0,0,0,0,0,"FI1D"
