"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,3075932,4109197,46557514,428204,431734,5587164,101543,62383,748844,635209,586379,8003836,37481,17393,739107,52674,33200,235542,"LT02"
2,1758156,1678168,21961345,8971,847,149273,48098,22867,250775,331784,147503,2108477,5042,3630,59654,6101,2067,13906,"LV00"
