"ID","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11211","count.11212","count.11213","count.11311","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12313","count.12911","count.12912","count.12913","count.11321","count.11322","count.11323","count.11921","count.11922","count.11923","count.12121","count.12122","count.12123","count.12923","count.31111","count.31112","count.31113","count.31211","count.31212","count.31213","count.31911","count.31912","count.31913","count.32111","count.32112","count.32113","count.32211","count.32212","count.32213","count.32911","count.32912","count.32913","NUTS_ID"
1,5944637,267703,21977631,6024,1,3565,2029290,216083,9644231,5667,170025,74316,4041,211441,941947,62558,6996679,495331,54077,2621418,715,26093,50173,8529,184601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ES41"
2,1335350,165440,6333609,194686,40166,1077672,585621,84268,4381498,6,4994,57125,9725,343814,190804,33909,1112737,244518,56646,2749565,0,0,41041,9586,328417,32,2,4966,375,28,20575,3782,212,27898,2772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ES21"
3,1092,78,30215,0,0,0,5404,835,41155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ES22"
4,2416493,23932,10751528,0,0,0,656542,42845,5198634,984,112215,32291,1446,171217,388935,28400,5606014,164282,19159,1965904,344,6457,15788,2033,131166,0,0,0,0,0,0,0,0,0,0,18512,947,178292,33422,483,205099,2009,21,7247,31437,3200,168015,9341,158,65591,4886,251,17086,"ES23"
