"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,362054,12226,1536351,22696,3904,16084,4890,12,12726,10581171,772479,40190131,32534,2202,52862,101589,39232,580445,98462,19539,528947,"BG41"
2,46349,325,522353,0,0,0,1887,15,48841,595866,7814,7910286,0,0,0,78,0,4922,6511,359,244887,"BG42"
3,24535,245,127305,0,0,0,0,0,0,1936233,279090,10297493,80947,569,100984,4464,174,188177,27351,4325,115057,"EL51"
4,0,0,0,0,0,0,0,0,0,3307236,475164,16225914,63175,1816,200911,2758,312,279617,120341,22373,796598,"EL52"
5,0,0,0,0,0,0,0,0,0,55391,1349,255640,0,0,0,2173,0,12375,109480,6926,512473,"MK00"
