"ID","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","count.32911","count.32912","count.32913","count.31111","count.31112","count.31113","count.31311","count.31312","count.31313","count.31911","count.31912","count.31913","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","NUTS_ID"
1,102755,101891,1393245,145551,170065,1537685,36653,20350,443069,82647,96443,714911,359934,645012,2727744,14235,5173,80187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BE22"
2,0,0,0,0,0,0,0,0,0,56616,63218,370700,76387,133642,536787,5943,2803,71562,4876,2568,57509,54526,65127,552300,1008,120,6469,0,0,0,0,0,0,0,0,0,"DEA3"
3,236783,224361,3054886,127942,165698,1407092,14167,6681,172317,17026,23974,116504,13798,30146,100356,653,438,8548,0,0,0,0,0,0,0,0,0,140905,59703,3006410,16708,11271,291266,36470,11118,234396,"DEA2"
4,1740089,1472826,16450446,649502,713599,4644827,270980,110907,2505495,569414,966961,3143953,363881,550841,1706194,31020,35861,350570,4338,6584,36285,48466,79850,293732,0,0,0,151172,81069,1988222,25685,31630,280987,30426,17100,257231,"DEA1"
5,41462,44657,445089,3700,5116,15254,9750,4022,64084,167166,217210,610108,71422,78463,188349,19958,14263,89421,0,0,0,84,190,107,0,0,0,0,0,0,0,0,0,0,0,0,"NL22"
6,126851,96818,1393686,186710,291667,1314968,29385,13951,306994,798310,1126341,4834025,1050158,2099119,6462013,100308,48498,632085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NL41"
7,679754,639179,5111288,162000,193134,1044049,100129,58233,812247,451088,536496,3496488,367933,610600,2524263,36247,22489,271486,0,0,0,0,0,0,0,0,0,1,22,371,0,0,1270,0,0,0,"NL42"
