"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19311","count.19312","count.19313","count.19911","count.19912","count.19913","count.31111","count.31112","count.31113","count.31312","count.31313","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","count.91111","count.91112","count.91113","count.91311","count.91312","count.91313","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99311","count.99312","count.99313","count.99911","count.99912","count.99913","NUTS_ID"
1,2945954,3682223,24300787,436130,532290,3205757,101461,68661,709759,3271203,3898699,14937475,409349,607220,2582045,215589,69289,2333632,1622,168,14071,13,2,111,15630,3272,93101,6074,25844,66213,45,61,72961,215166,297780,447,2802,1645,94419,73436,781573,5594,9699,128568,27706,18404,177388,85648,37340,242491,13169,3943,26893,44969,12021,136534,3612,62,3048,338,34,1384,25238,14132,123589,"DEF0"
2,8473,3765,21697,1721,2036,3517,0,0,0,25543,9576,53256,1160,855,2964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DE60"
3,438480,440180,4855239,48612,35986,307072,10358,7492,60136,258111,180834,1217652,27574,20225,154808,12798,3194,71550,959,881,4128,517,13,2403,439,778,7822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DE80"
