"ID","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19911","count.19912","count.19913","count.92111","count.92112","count.92113","count.92211","count.92212","count.92213","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","NUTS_ID"
1,369268,96303,4235851,862,856,8524,2036,212,193572,601,745,33883,572327,344015,3496403,17054,1073,51197,280,23,45642,47457,17907,192308,372,1104,7768,5265,2221,33920,14570,2537,33494,1159,335,6682,8458,2245,29395,157,6,136,4349,1165,26499,0,0,0,0,0,0,"EL52"
2,1482088,164132,3370768,1185228,61712,507383,1148,862,8761,37691,7280,422306,3200247,897263,14146667,573477,58886,1103159,9369,6388,147318,68727,12058,566672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EL53"
3,2219797,350376,7672116,6465,358,15198,10891,5856,219171,9212,4545,39802,11280385,2359134,30682078,445596,39965,749331,223080,60837,1764154,169144,101579,637294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196697,111729,295634,2412,146,3342,"EL61"
