"ID","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11211","count.11212","count.11213","count.11221","count.11223","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19211","count.19212","count.19213","count.19911","count.19912","count.19913","count.91111","count.91112","count.91113","count.91211","count.91212","count.91213","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92211","count.92212","count.92213","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99211","count.99212","count.99213","count.99911","count.99912","count.99913","count.31111","count.31112","count.31113","count.31211","count.31212","count.31213","count.31911","count.31912","count.31913","NUTS_ID"
1,162105,171481,889234,13302,440,62417,429781,383798,2815521,23,17,10515,6102,50446,66794,65873,622042,70270,83631,631716,12060,11486,129667,645,274,11335,531,82,6896,323,197,10385,14364,10769,110047,29100,17716,192891,892,1069,6142,13671,6290,76776,2837,1174,16911,2487,1358,22754,721,166,8530,666,192,10826,397,37,12444,0,0,0,0,0,0,0,0,0,"ITI3"
2,687044,557847,2556599,49541,12022,92839,460825,342549,1833063,0,0,11653,10513,84221,512062,621752,4376822,192786,116274,666525,35070,36362,480863,1329,342,26361,103,461,2326,709,651,64272,0,0,0,0,0,0,0,0,0,30285,46764,346609,143,393,2093,15209,3425,51149,1519,610,41356,0,1,0,223,132,47031,22364,40053,132261,14457,22627,65344,1557,377,6216,"ITH5"
3,965,3896,30138,0,0,0,0,0,1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ITI1"
