"ID","count.11111","count.11112","count.11113","count.12111","count.12112","count.12113","count.11131","count.11132","count.11133","count.11211","count.11212","count.11213","count.11231","count.11232","count.11233","count.11311","count.11312","count.11313","count.11331","count.11333","count.11911","count.11912","count.11913","count.11931","count.11932","count.11933","count.12131","count.12132","count.12133","count.12211","count.12212","count.12213","count.12231","count.12232","count.12233","count.12313","count.12331","count.12333","count.12911","count.12912","count.12913","count.12931","count.12932","count.12933","count.31111","count.31112","count.31113","count.31211","count.31212","count.31213","count.31911","count.31912","count.31913","count.32111","count.32112","count.32113","count.32211","count.32212","count.32213","NUTS_ID"
1,89043,972,664802,34561,326,401168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ES30"
2,5562578,127500,30154175,4194599,103798,18213663,167831,2879,1505966,3080612,59201,24413676,2395,15,17223,1331,23,8646,20,1732,69838,1780,246987,2555,89,8387,208244,2147,1806524,791914,16489,4349135,5291,140,49889,2500,120,628,101031,911,254016,5414,88,22668,330281,9377,802470,70168,389,130546,401,46,2053,266192,6011,285554,981,12,13324,"ES41"
3,45748,143,832906,33835,410,392397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,1,6428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,12,14520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ES42"
