"ID","count.0","count.11111","count.11112","count.11113","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12911","count.12912","count.12913","NUTS_ID"
1,15228027,761840,61569,1251,9578,759,13,5598857,527606,9501,142507,9778,167,"FI1D"
2,45602660,283154,29575,623,6393696,364045,8318,721120,37914,930,21910891,2259774,35847,"NO07"
