"ID","count.0","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12311","count.12312","count.12313","count.12321","count.12322","count.12323","count.12911","count.12912","count.32111","count.32112","count.32113","count.32121","count.32122","count.32123","count.32311","count.32312","count.32313","count.32321","count.32322","count.32323","count.32911","count.32912","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11211","count.11212","count.11213","count.11221","count.11222","count.11223","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12211","count.12212","count.12213","count.12913","count.12921","count.12922","count.12923","count.31111","count.31112","count.11321","count.11322","count.11323","count.12221","count.12222","count.31113","count.31121","count.31122","count.31123","count.31211","count.31212","count.31213","count.31221","count.31222","count.31311","count.31312","count.31313","count.31321","count.31322","count.31323","count.31911","count.31912","count.31913","count.31921","count.31922","count.31923","count.32211","count.32212","count.32213","count.32221","count.32222","count.32223","count.32913","count.32921","count.32922","count.32923","NUTS_ID"
1,2107658,76826,39989,178,117583,61485,230,112049,75351,330,109074,51717,283,300,51,2360,1200,5,20299,4946,61,1892,1386,5,39152,21417,151,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FRI2"
2,7073496,2583764,825775,5644,2505385,459302,2885,18066,5578,50,46866,9257,104,3362,1091,13562,5159,53,0,0,0,79,51,0,0,0,0,0,0,339660,97891,893,15717,5462,69,35031,9171,90,671,177,2,7652,3979,18,1235,86,3,6357,1449,13,9,3699,19,7,51,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FRJ1"
3,13541826,247815,65835,534,992321,247979,1578,4337,1013,5,102044,38272,275,938,228,661857,201381,1737,3157970,1101204,7887,52515,23499,261,527290,246173,1731,4901,3281,276887,74506,785,50106,14838,96,15791,3402,34,4091,231,9,892,879,5,0,0,0,21455,4615,37,1,2042,596,5,175047,69144,15145,3179,30,1149,96,656,378382,158492,1302,1595,418,3,565,119,8560,5256,21,76402,33109,340,504,78,1,2123,1533,3,9247,989,10,2807,333,1,8,4480,973,5,"FRJ2"
4,30864623,1311503,711596,2961,7557853,2131708,10358,140478,70839,536,586683,323628,1751,1142,525,1265679,1019251,3679,5561696,3463754,15755,207897,165659,541,1873066,1406963,7443,7376,6919,80920,63680,180,53765,22403,158,23,1071,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21241,3460,41,71315,77647,25685,13629,62,0,0,231,409802,251552,1482,0,0,0,0,0,8399,10974,37,333743,190782,1279,1808,2093,4,3568,2180,9,0,0,0,0,0,0,14,18790,10798,29,"FRK1"
