"ID","count.0","count.255","count.11121","count.11122","count.11123","count.11221","count.11222","count.11223","count.11321","count.11921","count.11922","count.11923","count.12121","count.12122","count.12123","count.12221","count.12222","count.12223","count.12321","count.12323","count.12921","count.12922","count.12923","count.19921","count.19922","count.19923","count.19991","count.91921","count.91922","count.91923","count.92921","count.92922","count.92923","count.92991","count.99921","count.99922","count.99923","count.99991","count.99992","count.99993","count.11322","count.11323","count.19221","count.91121","count.91122","count.91123","count.91221","count.91222","count.91223","count.92121","count.92122","count.92123","count.99121","NUTS_ID"
1,41993308,5897,285133,5312,433,5877,382,17,243,7895879,327406,16647,5813,518,14,1188,393,4,331,1,66874,1259,84,98867,4508,345,617,546245,12480,1593,46678,485,152,9,146888,7269,489,2336,149,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"HR03"
2,1122281,0,72048,766,97,0,0,0,2043,0,0,0,21558,1174,33,0,0,0,579,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,"SI03"
3,2546502,0,671236,21991,1468,88297,7063,364,0,18463,556,41,29645,14107,80,40862,8196,160,0,0,5101,1519,13,17,10,0,0,7280,1299,19,2,1,0,0,119,16,0,0,0,0,0,0,10,36239,6265,171,1106,107,4,968,124,4,6,"SI04"
