"ID","count.0","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","count.32911","count.32912","count.32913","NUTS_ID"
1,41290961,5659415,911102,11322,21584,5258,38,1811295,249120,3582,185883,17348,272,2850926,676119,7408,5643,1673,11,876195,236603,2753,24663,4106,71,99149,20709,258,89430,28810,250,0,0,0,"FRB0"
2,9798160,0,0,0,0,0,0,0,0,0,0,0,0,1529445,344548,4523,0,0,0,1645122,392066,5843,6680,2773,18,2552341,733401,6966,2007977,666316,6244,8810,2006,17,"FRI2"
3,19422776,2219454,312339,3586,3641,967,7,555054,64432,1357,17889,1812,38,1230834,160979,2895,423,72,1,977186,175198,3105,36098,4585,59,0,0,0,0,0,0,0,0,0,"FRI3"
