"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.19111","count.19112","count.19113","count.19311","count.19312","count.19911","count.19912","count.19913","count.91111","count.91112","count.91113","count.91911","count.91912","count.91913","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","NUTS_ID"
1,53512900,7304580,1543794,13685,65554,4335,100,416445,82403,731,18058,2437,43,190,57,3235,344,1,31845,7399,53,22446,1076,21,5382,821,14,8720,482,20,"LV00"
