"ID","count.0","count.255","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19311","count.19312","count.19313","count.19911","count.19912","count.19913","count.19991","count.19992","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99311","count.99312","count.99313","count.99911","count.99912","count.99913","count.99991","count.99992","count.99993","NUTS_ID"
1,49811063,433,2907170,56807,4443,236794,4345,410,112351,2786,207,58553,1055,115,21824,436,38,97003,2052,252,75,3,63132,2318,120,19217,316,55,29797,820,59,9323,80,17,11024,119,10,178827,3049,346,4703,133,2,"FI19"
2,8611436,6,561149,8644,869,175515,2618,250,8490,72,12,11241,50,17,6355,96,12,7449,65,10,0,0,10421,142,20,4075,64,7,9016,120,7,9949,86,21,1247,19,7,25593,167,32,1961,78,5,"FI1D"
