"ID","count.0","count.11111","count.11112","count.11113","count.11191","count.11192","count.11911","count.91111","count.91112","count.91113","count.91191","count.91192","count.91911","count.91912","count.99911","count.99912","NUTS_ID"
1,265660,1206,139,2,39,2,3,6612,369,13,5,6,159,41,9,1,"LV00"
