"ID","count.0","count.91111","count.91112","count.91113","count.91911","count.91912","count.91913","count.92911","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","NUTS_ID"
1,62915,32941,2378,23,11031,417,3,620,4075,72,2,27723,251,7,"SE21"
