"ID","count.0","count.11111","count.11112","count.11113","count.11131","count.11132","count.11133","count.11211","count.11212","count.11213","count.11231","count.11232","count.11233","count.11911","count.11912","count.11913","count.11931","count.11932","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12231","count.12232","count.12233","count.12911","count.12912","count.12913","count.12931","count.12932","count.11933","count.12131","count.12132","count.12133","count.12933","count.31111","count.31112","count.31113","count.31211","count.31212","count.31213","count.31911","count.32111","count.32112","count.32113","count.32211","count.32212","count.32213","NUTS_ID"
1,22942617,636274,1353,6335,4439,3,287,725934,5323,6354,47107,789,824,4575,236,48,69,17,42174,435,216,165913,2597,624,24606,497,42,4495,228,67,474,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ES52"
2,25355752,2274219,2905,60655,130513,644,2466,2098859,2807,47272,147032,354,5642,2497,50,231,3831,78,50586,53,1244,260499,976,9251,26200,95,341,652,9,6,5295,18,16,42595,375,583,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"ES24"
3,40334426,1865124,5865,19911,3567,39,172,2016106,5528,13978,32805,1244,89,8895,76,35,1712,11,209943,1960,1715,293229,1487,1795,94,3,0,1940,19,3,9,0,10,0,0,0,0,9680,72,469,6051,97,27,112,1503,69,24,525,5,1,"ES42"
