"ID","count.0","count.11111","count.11112","count.11113","count.11911","count.11912","count.12111","count.12112","count.12113","count.12311","count.12312","count.12911","count.12912","count.12913","count.255","count.11913","NUTS_ID"
1,2134674,3970,161,10,3062,291,243033,8046,446,24,18,6132,380,14,0,0,"RO22"
2,3403692,24430,3577,22,4966,250,371863,49366,557,0,0,20570,2576,21,568,3,"RO21"
