"ID","count.0","count.255","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19311","count.19312","count.19911","count.19912","count.19913","count.31111","count.31112","count.31113","count.31312","count.32111","count.32112","count.32113","count.32311","count.32312","count.91111","count.91112","count.91113","count.91311","count.91312","count.91313","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99311","count.99312","count.99911","count.99912","count.99913","NUTS_ID"
1,53073992,21,2585271,2650043,25719,377893,369996,3531,94231,60037,438,3023911,3022144,88860,370036,466615,25832,203190,61630,6030,1574,166,226,11,2,15215,3160,169,5409,16802,23,14,68907,166512,144,446,2647,87350,54443,950,5115,8748,15,26153,16384,421,79169,28979,4581,11518,3464,7,43336,11437,2664,3596,57,242,337,31,23188,10976,1796,"DEF0"
2,83016,0,6533,1276,5,1596,1403,2,0,0,0,23369,8684,6913,1137,628,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DE60"
3,6979338,0,384034,279611,4794,43714,27437,173,9662,5669,246,236279,134768,6716,25812,12282,23,12414,2617,47,912,319,1,517,13,394,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DE80"
