"ID","count.0","count.255","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19211","count.19212","count.19213","count.19911","count.19912","count.19913","count.91111","count.91112","count.91113","count.91211","count.91212","count.91213","count.91311","count.91312","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92211","count.92212","count.92213","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99211","count.99212","count.99911","count.99912","count.99913","count.99991","count.99993","count.99992","NUTS_ID"
1,20485243,272,744280,72752,1708,154613,23442,342,56,33137,5929,80,1477741,80850,3896,242834,20272,693,100,9,78609,18073,189,55012,2420,148,16329,2857,55,45577,5626,157,87961,5098,281,3045,159,17,7,5,32825,4165,78,130538,4222,310,19057,827,58,40256,2634,94,28895,3368,75,277,179,37266,2737,89,874,3,0,"EL64"
2,1190226,4,12114,3546,16,271,143,1,0,495,110,1,80,102,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4565,1892,14,0,0,0,0,0,216,283,0,23,19,0,0,0,0,0,4,0,1827,57,0,0,0,5549,1339,17,228,0,3,"EL61"
3,535990,0,0,0,0,0,0,0,0,0,0,0,48965,5447,119,16503,2014,31,0,0,1577,261,9,5716,125,10,0,0,0,557,39,0,0,0,0,0,0,0,0,0,0,0,0,190,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EL30"
