"ID","count.0","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.31111","count.31112","count.31113","count.31311","count.31312","count.31313","count.31911","count.31912","count.31913","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","count.32911","count.32912","count.32913","NUTS_ID"
1,51461060,3614823,662829,7015,85944,12725,136,227708,61014,516,29914,4451,44,3313055,1552068,8481,11515,1219,30,332919,276822,1085,35258,20684,67,430162,358914,1465,89877,68660,300,3903,2217,5,5112751,2681054,13322,697673,443849,2110,39935,23497,81,"FRG0"
2,18270602,1136207,290323,2714,15281,1412,39,14798,8876,43,18961,3803,19,1141246,255311,2568,1047,65,0,62140,30253,149,930,81,1,45497,38699,139,5390,2065,15,7,0,0,2510844,2113369,7964,422897,347681,1313,9049,6348,24,"FRD1"
3,1090128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2984,10431,13,859,1311,1,0,0,0,173969,111844,435,91700,53936,203,1974,882,3,"FRH0"
