"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,15967745,1145689,17251,1756,63353,596,83,8383,419,14,537512,9014,1206,28534,77,62,10049,221,28,"RO22"
2,7784032,1767426,28596,1740,61172,843,158,5560,415,12,428463,13674,635,4161,9,13,7766,216,12,"RO31"
3,51633205,7739188,972077,11330,1774937,462759,2658,132164,27327,214,4286506,705623,6255,1595421,404043,2079,67763,13970,98,"RO12"
4,2222634,21475,1001,13,18386,1569,44,0,0,0,360,5,1,0,0,0,0,0,0,"RO21"
