"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,2435362,77534,27288,114,10215,1787,12,1739,158,4,153466,53465,172,17719,2260,26,432,66,0,"DEE0"
2,8371066,167003,49419,207,137,239,0,18824,4100,32,205586,56376,253,1856,102,3,47585,8222,45,"DE30"
3,73883156,1260811,481914,1948,63668,25871,70,113852,49733,192,7006810,4522119,9536,337787,189660,442,265577,73579,401,"DE40"
