"ID","count.0","count.255","count.11121","count.11122","count.11123","count.11321","count.11322","count.11323","count.12121","count.12122","count.12123","count.12321","count.12322","count.12323","count.12921","count.12922","count.12923","count.19121","count.19123","count.19921","count.19922","count.19923","count.31111","count.31121","count.31122","count.31123","count.31321","count.31323","count.31921","count.32121","count.32122","count.32123","count.32321","count.32322","count.32323","count.32921","count.32922","count.32923","count.39121","count.39122","count.39123","count.39921","count.39922","count.92121","count.92122","count.92123","count.92321","count.92322","count.92323","count.92921","count.92922","count.92923","count.99121","count.99122","count.99921","count.99922","NUTS_ID"
1,5197772,22,16942,15,13,7975,47,11,870371,12420,760,24153,25,26,74722,2001,104,630,1,1970,5,1,22,611009,2453,883,1750,9,4,3961624,113190,3515,109592,825,80,156105,4872,126,2773,53,5,3095,15,281729,11967,257,4626,33,2,120599,3510,134,856,44,2183,39,"IE04"
