"ID","count.0","count.255","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","NUTS_ID"
1,17485072,121,2789965,108518,4541,45626,968,85,30717,859,50,"LV00"
