"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.11913","NUTS_ID"
1,3116297,13389,2471,25,8662,998,7,312,53,177659,47436,270,18151,5867,23,18633,4167,20,0,"CZ02"
2,1948794,0,0,0,0,0,0,0,0,316754,108568,420,95840,35850,152,1198,562,0,0,"CZ03"
3,19184405,725158,177717,940,395681,112843,628,7799,2085,1465787,345233,1993,708770,148146,988,14363,2589,18,17,"CZ05"
4,59616499,212052,56306,280,34781,8242,47,4426,1249,5579130,1593539,8027,2789537,796914,4196,63997,12947,87,6,"CZ06"
