"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,63585657,1312467,48039,1617,57077,909,53,4647,558,6,12691718,814523,14658,113585,1292,146,93220,12913,114,"RO42"
2,15716099,1348889,25534,2052,164485,4628,244,12199,453,27,1534601,200345,1861,266951,16085,414,16905,6927,37,"RO11"
3,1639082,119758,783,203,0,0,0,0,0,0,165993,1993,253,0,0,0,0,0,0,"RO12"
