"ID","count.0","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11321","count.11322","count.11323","count.11911","count.11912","count.11913","count.11922","count.11923","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12321","count.12322","count.12323","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.11921","NUTS_ID"
1,43613818,2963651,849189,4910,99880,26345,142,1398,26,5,92080,29353,143,13172,4255,12,61022,15964,48,16,1,3562335,910882,5522,759299,108833,1112,3676,718,4,175238,53186,268,97945,20410,171,50632,11272,70,7707,831,19,0,"DEG0"
2,5893673,569371,155079,584,0,0,0,0,0,0,5328,1157,7,0,0,0,5491,604,9,0,0,130838,31699,122,0,0,0,0,0,0,1966,346,0,0,0,0,5463,408,4,0,0,0,0,"DE24"
3,21815826,913052,255037,1377,90322,12140,197,19080,5419,25,11443,1541,12,15066,2094,36,2516,808,7,3,0,838074,376561,1361,546608,67161,1027,1344,647,9,66969,35510,129,89456,14461,158,5719,2221,9,3616,438,8,73,"DE26"
4,133345,8140,1593,8,0,0,0,0,0,0,521,1181,3,0,0,0,0,0,0,0,0,28653,13594,79,0,0,0,0,0,0,3606,1282,9,0,0,0,0,0,0,0,0,0,0,"DE71"
5,10457721,410007,188397,705,47089,10783,99,333,0,1,30756,15111,55,5652,2194,6,2163,457,1,302,0,1501594,584102,2398,382800,106096,798,1726,373,0,133674,67032,216,219747,62373,390,11627,2174,18,12751,870,23,103,"DE73"
