"ID","count.0","count.11111","count.11112","count.11113","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12911","count.12912","count.12913","count.255","count.11921","count.11923","count.12921","count.12922","count.12923","count.19911","count.19912","count.19913","count.92911","count.92912","count.92913","count.92921","count.92922","count.92923","count.99911","count.99912","count.99913","NUTS_ID"
1,16267702,218436,502,306,54211,374,38,4154659,30738,6657,457846,3088,589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FI1D"
2,46596436,208972,286,308,4061800,10967,5810,316031,202,392,11269217,35378,16316,5611,2249,5,274209,1490,278,131561,865,192,265565,1286,438,3303,1,3,71993,738,115,"NO07"
3,7422000,342161,392,525,3806,55,5,4239434,6061,6097,218208,417,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SE33"
