"ID","count.0","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.255","count.11111","count.11112","count.11113","count.11911","count.11912","count.11913","count.12913","NUTS_ID"
1,1416998,108744,75195,104,4262,288,1,1156,114,0,0,0,0,0,0,0,0,"PL92"
2,5974457,754758,241743,745,824,96,0,9030,2789,5,9517,262,16,961,3,2,3,"PL81"
3,23566355,3816834,562870,3562,200309,34516,126,83706,7211,0,1755,68,1,399,51,0,62,"PL84"
