"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11312","count.11911","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,48963857,171816,64,189,1899,7,333,5662825,3165,5989,191266,18,170,73380,513,125,"FI1D"
