"ID","count.0","count.11921","count.11922","count.11923","count.12921","count.12922","count.12923","count.255","count.11121","count.11122","count.11123","count.11321","count.11322","count.11323","count.12121","count.12122","count.12321","count.12322","count.12323","count.19921","count.19922","count.19923","count.91921","count.91922","count.91923","count.92921","count.92922","count.92923","count.99921","count.99922","count.99923","count.99991","count.99993","count.12123","NUTS_ID"
1,8295105,3187039,553202,8562,933866,130552,1683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BA01"
2,37155363,8148481,766970,25821,61946,3520,91,129,27379,4068,55,530,96,1,2332,224,2106,158,1,964,135,6,125443,9592,7255,10192,99,784,102838,620,3356,61,1,0,"HR03"
3,29854169,3775089,546839,8165,656244,189241,2223,0,27220,5368,85,1983,192,4,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"HR02"
4,914734,2378,1115,7,169,189,2,0,98986,24056,317,2457,412,6,2924,955,2240,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,"SI03"
