"ID","count.0","count.12111","count.12112","count.12113","count.12911","count.12912","count.255","count.11911","count.11912","count.11913","count.12913","count.19911","count.19912","count.19913","count.91911","count.91912","count.91913","count.92911","count.92912","count.92913","count.99911","count.99912","count.99913","count.99991","count.99992","count.99993","NUTS_ID"
1,233430,72185,108,179,468,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FI1D"
2,48199329,70425,1231,109,1699410,821,26722,15769778,39130,21217,2368,310521,1503,458,915866,4460,1221,128742,317,126,420852,3639,588,3642,33,5,"NO07"
