"ID","count.0","count.255","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19311","count.19312","count.19313","count.19911","count.19912","count.19913","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","count.99111","count.99311","count.99911","count.99912","count.99913","count.99991","count.99992","NUTS_ID"
1,50160053,839,1594950,124675,1720,2475213,237175,2933,110543,12830,129,1617,122,3,808,4,2,1319,73,3,15128,408,24,9041,37,10,22112,211,29,8,77,6687,119,6,77,10,"SE33"
2,38619482,27,1669248,47863,1922,1758406,52658,1917,90786,5901,110,0,0,0,0,0,0,0,0,0,1758,279,3,1162,148,1,5214,283,8,0,0,76,2,0,0,0,"SE32"
