"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.11121","count.11122","count.11123","count.11921","count.11922","count.11923","count.12121","count.12122","count.12123","count.12921","count.12922","count.12923","NUTS_ID"
1,45725033,1461429,33394,2347,71400,1926,105,10810,82,31,8199662,275878,10457,438889,15925,600,336232,23681,578,0,0,0,0,0,0,0,0,0,0,0,0,"RO41"
2,30548685,1649651,87872,2736,225605,19429,405,21172,1868,53,5037572,116562,6694,246955,9755,435,52027,2305,87,337353,2487,196,5056,8,1,220596,2145,146,20355,231,30,"RO42"
3,3936260,0,0,0,0,0,0,0,0,0,820107,13677,686,0,0,0,2278,55,6,0,0,0,0,0,0,0,0,0,0,0,0,"RO12"
